Description,INPUTS,WIND_CONFIG,ENABLE_SPOTTING,CROWN_FIRE_MODEL,Wall clock time,Day 1 Fire Area,Day 2 Fire Area,Day 3 Fire Area,Day 4 Fire Area,Day 5 Fire Area,Day 6 Fire Area,Day 7 Fire Area,Day 8 Fire Area,Day 1 VIIRS Area,Day 2 VIIRS Area,Day 3 VIIRS Area,Day 4 VIIRS Area,Day 5 VIIRS Area,Day 6 VIIRS Area,Day 7 VIIRS Area,Day 8 VIIRS Area,Day 1 IOU,Day 2 IOU,Day 3 IOU,Day 4 IOU,Day 5 IOU,Day 6 IOU,Day 7 IOU,Day 8 IOU,Comments on anything interesting,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,CC,CBH,CH,CBD,WS,WD,M1,M10,M100,Wall clock time (s),Fire volume (ac-ft),Nembers
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3799-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,2.593,11.128,20.148,34.289,50.072,66.127,86.495,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.086,0.082,0.14,0.176,0.23,0.248,0.32,None,.TRUE.,0.1,0.4,0.1,0.7,4289.0,1.0,1837.0,1.0,3.0,0.1,0.4,0.1,1.0,1.0,1.0,3.0,0.0,93.0,0.0,4.73,0.06,-5.3,4.4,47.8,0.05,-0.06,-0.0,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3798-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,2.158,10.117,18.67,32.383,48.918,65.129,85.463,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.069,0.076,0.132,0.168,0.226,0.244,0.315,None,.TRUE.,0.1,0.4,0.1,0.7,4289.0,1.0,1868.0,1.0,3.0,0.1,0.4,0.1,1.0,1.0,1.0,3.0,0.0,93.0,0.0,4.73,0.06,-5.3,4.4,47.8,0.05,-0.06,-0.0,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3797-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,2.409,10.967,19.807,33.034,49.755,65.79,86.076,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.078,0.081,0.137,0.169,0.228,0.247,0.317,None,.TRUE.,0.1,0.4,0.1,0.7,3586.0,1.0,1868.0,1.0,3.0,0.1,0.4,0.1,1.0,1.0,1.0,3.0,0.0,93.0,0.0,4.73,0.06,-5.3,4.4,47.8,0.05,-0.06,-0.0,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3796-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,2.596,10.722,19.592,33.927,49.532,65.637,86.037,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.086,0.082,0.141,0.177,0.23,0.246,0.317,None,.TRUE.,0.1,0.4,0.1,0.7,4289.0,1.0,1868.0,1.0,3.0,0.1,0.4,0.1,1.0,1.0,1.0,3.0,0.0,93.0,0.0,4.73,0.06,-5.3,4.4,47.8,0.05,-0.06,-0.0,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3795-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,2.596,10.722,19.592,33.927,49.532,65.637,86.037,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.086,0.082,0.141,0.177,0.23,0.246,0.317,None,.TRUE.,0.1,0.4,0.1,0.7,4289.0,1.0,1868.0,1.0,3.0,0.1,0.4,0.1,1.0,1.0,1.0,3.0,0.0,93.0,0.0,4.73,0.06,-5.3,4.4,47.8,0.05,-0.06,-0.0,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3794-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,2.477,11.125,20.166,34.284,50.24,66.274,86.666,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.08,0.082,0.139,0.175,0.23,0.249,0.319,None,.TRUE.,0.1,0.4,0.1,0.7,4289.0,1.0,1868.0,1.0,3.0,0.1,0.4,0.1,1.0,1.0,1.0,3.0,0.0,93.0,0.0,4.73,0.06,-5.3,4.4,47.8,0.05,-0.06,-0.0,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3793-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,2.394,10.99,19.796,33.832,49.901,65.977,86.016,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.079,0.082,0.138,0.173,0.23,0.247,0.318,None,.TRUE.,0.1,0.4,0.1,0.7,4289.0,1.0,1868.0,1.0,3.0,0.1,0.4,0.1,1.0,1.0,1.0,3.0,0.0,93.0,0.0,4.73,0.06,-5.3,4.4,47.8,0.05,-0.06,-0.0,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3792-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.461,9.057,24.45,39.946,66.334,95.456,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.002,0.073,0.123,0.19,0.249,0.336,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,113.768,221297.0,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3791-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.329,8.58,22.846,37.75,64.697,92.459,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.001,0.069,0.114,0.179,0.243,0.326,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,0.1,105.147,218420.3,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3790-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,2.639,11.999,29.606,47.93,74.754,110.594,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.019,0.098,0.149,0.229,0.276,0.379,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.04,-0.09,127.558,256348.9,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3789-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,3.519,15.572,38.281,60.027,95.892,147.629,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.025,0.122,0.191,0.281,0.333,0.458,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.05,0.07,-0.09,201.527,381633.9,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3788-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.267,9.009,24.332,39.832,65.994,95.98,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.001,0.073,0.123,0.189,0.248,0.338,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,-0.04,-0.82,13.8,351.6,-0.01,0.07,-0.09,94.831,221748.9,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3787-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.485,9.07,24.482,39.834,66.116,94.074,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.002,0.073,0.122,0.189,0.247,0.33,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,1.7,0.0,13.8,351.6,-0.01,0.07,-0.09,104.71,220700.2,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3786-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.001,0.001,1.176,7.724,20.092,34.762,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.0,0.0,0.005,0.041,0.077,0.135,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,-0.27,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,37.678,100369.3,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3785-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.001,1.594,14.813,26.892,54.116,80.608,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.0,0.011,0.068,0.118,0.202,0.293,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,-0.1,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,104.882,198314.5,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3784-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,4.221,19.696,36.77,61.106,97.327,151.691,206.848,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.14,0.141,0.232,0.298,0.398,0.424,0.456,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,-312.2,-0.01,0.07,-0.09,285.229,428221.5,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3783-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.325,9.888,26.562,45.882,72.576,106.941,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.002,0.081,0.134,0.221,0.27,0.375,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,14.4,351.6,-0.01,0.07,-0.09,147.971,251418.8,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3782-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,0.005,19.552,42.913,77.818,140.129,274.306,402.478,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.123,0.216,0.299,0.395,0.425,0.363,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3781-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.266,8.922,24.351,39.753,66.256,95.242,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.001,0.072,0.123,0.189,0.248,0.335,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,44.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,126.304,220943.3,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3780-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.217,9.721,26.483,45.035,70.76,104.63,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.001,0.079,0.134,0.22,0.266,0.371,None,.TRUE.,0.1,1.0,0.1,0.3,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,121.305,245902.2,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3779-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.001,0.001,1.092,8.022,20.486,35.197,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.0,0.0,0.005,0.042,0.079,0.137,None,.TRUE.,0.1,0.9,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,35.688,100891.3,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3778-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.384,9.881,26.619,43.278,68.756,97.072,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.001,0.08,0.135,0.21,0.258,0.341,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,6.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,122.542,222859.9,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3777-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,1.353,9.965,24.909,41.26,67.137,95.821,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.009,0.081,0.124,0.194,0.25,0.334,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,131.227,220804.6,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3776-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.242,8.458,22.618,37.834,64.966,90.958,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.001,0.069,0.113,0.18,0.244,0.319,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,101.701,210465.7,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3775-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.458,9.004,24.456,39.656,65.956,96.796,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.002,0.072,0.123,0.19,0.248,0.34,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,126.446,223764.9,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3774-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.254,9.659,26.434,44.99,70.766,103.144,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.001,0.078,0.134,0.218,0.266,0.366,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,876.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,114.551,237670.4,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3773-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.001,0.001,5.223,16.206,34.497,57.212,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.0,0.0,0.027,0.081,0.132,0.216,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,60.569,145491.5,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3772-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,1.337,10.694,27.356,46.115,71.625,105.627,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.009,0.087,0.138,0.221,0.268,0.374,None,.TRUE.,0.1,1.0,0.1,0.6,1289.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,147.045,246127.1,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3771-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,2.607,11.765,28.791,47.352,73.323,107.979,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.019,0.095,0.144,0.227,0.272,0.376,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,169.57,249155.1,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3770-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.001,1.034,12.866,23.559,44.647,67.934,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.0,0.007,0.061,0.106,0.168,0.253,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,84.567,178997.1,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3769-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,0.001,0.375,9.015,24.25,39.578,66.226,96.54,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.001,0.073,0.122,0.188,0.248,0.339,None,.TRUE.,0.1,1.0,0.1,0.6,586.0,1.0,845.0,1.0,2.0,0.1,0.8,0.1,0.5,1.0,1.0,4.0,0.0,24.0,0.08,0.82,0.0,-0.82,13.8,351.6,-0.01,0.07,-0.09,139.563,224032.2,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3768-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,70.249,219.342,449.59,697.678,987.314,1458.71,1651.976,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.204,0.181,0.131,0.172,0.167,0.179,0.171,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,-0.27,1.7,-0.04,14.4,-312.2,-0.05,0.04,-0.09,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3767-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,68.746,206.879,428.997,688.066,957.899,1406.963,1618.762,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.215,0.192,0.135,0.173,0.171,0.18,0.173,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,-0.27,1.7,-0.04,14.4,-312.2,-0.05,0.07,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3766-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,23.008,105.28,306.872,502.43,715.351,1111.25,1316.299,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.24,0.196,0.148,0.198,0.195,0.205,0.188,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,-0.27,1.7,-0.04,14.4,-312.2,-0.01,0.04,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3765-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,92.113,326.406,561.177,903.104,1306.295,1714.535,1840.916,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.168,0.16,0.127,0.147,0.133,0.151,0.151,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,-0.27,1.7,0.0,14.4,-312.2,-0.05,0.04,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3764-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,54.209,167.818,361.873,591.275,873.075,1272.951,1451.226,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.217,0.194,0.141,0.187,0.181,0.198,0.192,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,-0.27,-0.04,-0.82,14.4,-312.2,-0.05,0.04,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3763-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,25.939,111.295,227.562,389.615,564.479,851.852,1063.912,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.25,0.184,0.162,0.233,0.217,0.237,0.219,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,0.82,1.7,-0.04,14.4,-312.2,-0.05,0.04,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3762-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,65.184,214.698,441.207,678.135,958.632,1429.035,1617.663,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.213,0.181,0.131,0.174,0.171,0.178,0.173,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,0.08,-0.27,1.7,-0.04,14.4,-312.2,-0.05,0.04,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3761-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,3.182,62.928,177.394,419.832,799.422,1261.086,1477.04,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.066,0.229,0.228,0.235,0.191,0.199,0.19,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,-0.27,1.7,-0.04,14.4,351.6,-0.05,0.04,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3760-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,69.002,213.436,436.632,710.8,997.603,1451.912,1615.997,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.212,0.187,0.133,0.166,0.162,0.175,0.172,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,-0.27,1.7,-0.04,13.8,-312.2,-0.05,0.04,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3759-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,6.104,25.39,47.062,87.178,137.306,217.488,288.319,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.218,0.182,0.261,0.365,0.426,0.435,0.435,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,44.0,-0.1,-0.27,1.7,-0.04,14.4,-312.2,-0.05,0.04,0.1,404.991,621235.7,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=3758-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,61.402,202.24,432.328,662.073,945.258,1430.618,1627.939,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.206,0.179,0.126,0.176,0.172,0.178,0.172,None,.TRUE.,0.1,0.9,0.1,0.3,1289.0,1.0,876.0,1.0,2.0,0.1,0.9,0.1,0.5,1.0,1.0,6.0,0.0,24.0,-0.1,-0.27,1.7,-0.04,14.4,-312.2,-0.05,0.04,0.1,,,
